,cleaned_body,pos_score,neu_score,neg_score,compound_score,rating,cs_scaled,sentiment
1944,thankful return leg empty seat next nine abreast boeing width seat becomes painfully inadequate shoulder barely fit within boundary seat amount cool feature fold tray table individual usb port power socket way adjustable headrest reasonable legroom compensate lack width add insult injury touchscreen malfunctioning interpreting contact wanted flight map autoplay would actually rather fly narrow body,0.115,0.657,0.228,-0.796,0.5,0.09296088254642983,negative
1951,flew ana boeing seat width legroom quite good felt spacious distance ife system good feel cramped however seat recline bad seem recline worse red eye flight back kuala lumpur way surprised see usb port screen thought usb port seat storage quite limited access seat window normal,0.145,0.701,0.154,-0.1298,0.6,0.4300895703658722,negative
1959,pretty bad experience ana economy seat recent boeing flight tokyo frankfurt unlike economy seat experienced back seat fixed way person behind bothered reclined seat press recline button cushion move forward slightly reducing legroom result backrest incline however headrest remain fixed vertical mean neck bent quite uncomfortably hard sleep position hr flight stiffest neck along time,0.05,0.785,0.164,-0.7408,0.2,0.1208946915641921,negative
1960,flew ana boeing flight seattle tokyo narita wife baby daughter flight hour long bassinet seat bulkhead rear cabin previously aircraft type ana economy arrangement really nice new arrangement poor much le space bassinet wall design sculpted making awkward reduced space since cot mounted low much le space comparison cabin design similar seat cabin design another airline think narrower width seat suitable long haul travel strongly recommend avoiding plane travelling baby ana flight attendant wonderful unfortunately make poor cabin design sometimes,0.119,0.728,0.153,-0.3197,0.4,0.33399119477759226,negative
1964,muc hnd tightest seating configuration experienced long haul flight inch wide seat pitch worst seat screen seat front close hard focus ana gone comfortable economy class worst,0.092,0.641,0.267,-0.743,0.1,0.11978138758160013,negative
1969,smallest long haul seat ever seen fly lot hour discomfort nrt aisle seat seat pitch smaller low cost carrier flying short haul seat width bad plane new video selection good flight attendant great seat tiny still miserable plane hot added discomfort,0.126,0.614,0.26,-0.7506,0.1,0.11593542836900965,negative
1972,seat ana dreamliner recline seat base slide outwards towards seat front needle say make mockery legroom selling point passenger even le legroom recline seat sliding seat chair make comfortable seating position since slouch chair uncomfortable,0.082,0.796,0.122,-0.1531,0.3,0.4182986690956935,negative
1974,ana nrt awful small leg room uncomfortable seat pitch,0.0,0.556,0.444,-0.6808,0.3,0.15125752745306414,negative
1978,seat recline way larger teenager absolutely room move seat flight entertainment comfortability suffer restless leg syndrome fly room adjust leg knee basically touching seat front,0.092,0.724,0.184,-0.4215,0.1,0.2824755832194727,negative
1979,absolutely worst avoid airline cost lb space properly imagine someone little bigger tray table really even bother seat recline option stiff whole trip never fly ever,0.0,0.707,0.293,-0.8608,0.1,0.06016901978644806,negative
1981,seat uncomfortable ever experienced personal minimum bag stuffed seat front leg room ended putting bag able extend leg seat spacing tight sat arm pulled way could assume crash position head knee keep shifting seat hard metal chair fact seat like metal folding chair partially covered thin leatherette covering glad half hour flight anything longer would totally unbearable never book airline cheap flight offset extreme pain,0.096,0.771,0.133,-0.4215,0.1,0.2824755832194727,negative
1983,seat hard plastic thin vinyl covering inch foam bottom long flight florida butt killing time got need bring cushion long flight like sitting bleacher ball game,0.08,0.735,0.185,-0.5106,0.1,0.23738677192449772,negative
1986,seat uncomfortable tight height weight proportional back seat thin padding anyone small child prevalent economy flight due low cost tapping otherwise touching seat immediately noticeable seat recline since flight usually sold little possibility someone next disappointing,0.0,0.807,0.193,-0.7845,0.2,0.09878042609179699,negative
1987,spirit airline horrible best thing say coming airline cannot believe even give zero way first time ever done review anything tell bad wife,0.185,0.596,0.219,-0.2732,0.1,0.35752239259146806,negative
1995,quite old aircraft probably relegated scrap yard soon seat cover peeling held fitting velcro often pull away seat narrow seat mate constantly made incidental contact carpet seat threadbare wrinkled storage room inadequate even small backpack seat front could return fully upright flight attendant tried get passenger raise landing even though explained impossible meant seat back reclined even trying eat tried raise headrest stuck stood pushed harder headrest flew rail row behind striking woman sitting mortified retrieve apologise reattach wayward piece,0.031,0.913,0.056,-0.2732,0.1,0.35752239259146806,negative
1999,air china seat bad two central seat two window seat odd black box space foot seat idea possibly appalling flight entertainment system problem saw seat cushion coming away passenger hand could see metal flight entertainment controller becoming stuck holder stewardess pry knife two example seat huge brown stain,0.176,0.618,0.206,-0.2263,0.1,0.38125600931126974,negative
2000,business bangkok beijing lax layover beijing hour voucher private room wityh shower issued departure long layover useless upon arrival beijing room full waiting area depressing filthy flying business went business lounge recliner tv section comfortable dirty dozen magazine lining wall thin weekend edition english staff extremely unfriendly unhelpful rude airline caters entirely chinese market spend extra money business class favor go another airline money saved worth aggravation p business class seat space better though many airline,0.146,0.699,0.154,-0.1918,0.1,0.3987146399473711,negative
2001,seat good enough bud pek flight longer approx pek syd fliught terrible legroom room smaller cheap short distance airline plane new plane size legroom room terrible another problem remote control arm seat put elbow sometimes accidentally pushed button comfortable,0.123,0.653,0.224,-0.6249,0.4,0.17954556955619655,negative
2002,far small space leg room seat recline enough close partner people walking past banging room dinner drink room trolley trolley coming along air hostess rude basically required toilet would stand chance getting totally disappeared horrible flight,0.047,0.745,0.209,-0.7889,0.2,0.09655381812661301,negative
2007,absolutely worst business class seat ever experienced ok width seat acceptable legroom absolutely appalling le even would expect normal premium economy seat plus limited recline circa degree vertical upon person seat front reclined even le space maneuver pretty much forced recline retain semblance spacing added seat control recline footrest lumber massage really stiff mechanical leaver electronic adjustment example recline push hard back lever physically push seat back brand new plane absolutely abysmal addition literally flight entertainment system least seat back business issued ipad stream movie etc silk air wifi support internet connectivity ife use device need previously installed silk air app app store something nobody tell board cramped seat space little place put ipad even little plastic prop available request end holding whilst trying juggle meal whatever noise cancelling headphone cheap ear bud issued recovered plugged noise cancellers ipad capability connect via bluetooth course found impossible doze let alone sleep hour midnight flight tried pas time limited selection english language film ipad literally redeeming feature whole miserable experience cabin crew try best give high quality attentive service feel sorry pretend represent proper business class operation manifestly,0.082,0.799,0.119,-0.5699,0.3,0.20737816912099594,negative
2011,seat narrow limited seat pitch legroom similar budget airline disappointing carrier brand regional wing singapore airline seat worn tattered uncomfortable hour flight silkair operates,0.0,0.669,0.331,-0.836,0.2,0.07271899195384851,negative
2015,interior need overhauled carpet torn dirty seat worn dirty soap dispenser even really bad service water done soon takeoff hour flight time may change standard must remain always favourite airline,0.0,0.644,0.356,-0.9152,0.7,0.03264004858053742,negative
2018,need extra space leg would suggest try get seat emergency exit allocate seat upon check adult due obvious reason seat recline food tray located arm rest table damaged dirty,0.0,0.756,0.244,-0.8126,0.6,0.08456049795050859,negative
2021,flown quite year trip jamaica back worst experience seating ever upgrade board first ridiculous group grab seat left splitting party said managing seat arrangement seat side couple isle seat window seat carry center seat willing give daughter argue plane fortunately girlfriend moved center seat unhappy people ran situation open seating fine need managed better possible never fly air line least assigned seating knew seat grapple majority time splitting party unhappy part trip,0.115,0.718,0.166,-0.6705,0.1,0.15646981428065382,negative
2028,tall reason husband paid extra early bird boarding number pre boarder handicapped folk lady dog business rate folk board would put way get seat adequate legroom approached gate agent seemed accommodating allowing pre board wheelchair folk tell pre boarder allowed exit row point exercise plane almost full given lovely snippet info thing went back forth first time life flying numerous airline course year threatened removal plane record loud rude threatening belligerent anything would warrant moved front row flight attendant put forth valiant effort even gave drink free charge regardless first experience flying southwest another,0.094,0.817,0.088,-0.0935,0.1,0.44845908607863977,negative
2030,southwest famous low price low budget traveling choice class offered economy seating southwest airline fleet uncomfortable since southwest know low price still good choice would like travel fly low price long distance flying west east coast america maybe different airline would better choice,0.153,0.645,0.203,-0.1779,0.2,0.40574869692829313,negative
2031,seat small cramped uncomfortable far worst airline experienced inflight entertainment past time crew unfriendly helpful first first serve policy ridiculous make entire seating experience worse,0.146,0.469,0.385,-0.8481,0.1,0.06659582004959266,negative
2033,assigned seating horrible southwest airline flying home yr old alone find seat together flight attendant help uncomfortable leg room person beside constantly bumping happy,0.191,0.567,0.242,-0.1779,0.3,0.40574869692829313,negative
2046,bad deal hard see difference economy red strip cabin interest recline bit downside front passenger recline working laptop risk everything table lost extra inch supposed,0.09,0.571,0.339,-0.743,0.2,0.11978138758160013,negative
2049,took flight delta jfk amsterdam uncomfortable seat ever ok tall complaining leg room design seat seat design people foot ergonomic neither comfortable literally upper back body shoulder wasnt fit right couldnt rest elbow arm rest seat straight short tv screen pointing chest person front put seat way back possible watch,0.072,0.768,0.161,-0.6264,0.1,0.17878649865897478,negative
2057,flying seattle atlanta uncomfortable airline seat ever confined seat uncomfortable causing pain hip leg legroom deplorable absolutely uncomfortable ride disappointed poor maintenance providing comfortable seating seating important feature airline travel delta seating get zero,0.105,0.534,0.361,-0.9093,0.1,0.03562572744294318,negative
2058,md seating awful someone fuller hip uncomfortable ride hour seat might good idea widen seat even inch would hate type flight longer suffer sore hip unfortunately many u cannot afford first class premium seat forced deal uncomfortable flight seat recline much made chnage might uncomfortable person behind people pas bag trying get seat brush bag someone another person head aisle could use width well never enough overhead cabin space people force bag small compartment,0.054,0.667,0.279,-0.9633,0.2,0.008299175142958337,negative
2061,flew seoul seattle delta air line boeing seat really small old hard apply force recline,0.0,0.894,0.106,-0.1689,0.2,0.4103031223116239,negative
2062,seat considered premium terrible window narrow seat elbow totally squashed legroom horrible fairly slim imagine bigger person could even fit usually prefer delta airline flight definitely disappointing uncomfortable,0.13,0.552,0.318,-0.8158,0.2,0.0829411467031021,negative
2068,seat plenty legroom even though cm problem really delta fault cabin short stand straight flight short rochester roc jfk cabin crew serve drink economy cabin enough room bag inflight wifi run fast enough page load wanted use track flight use delta studio could neither,0.039,0.844,0.117,-0.5829,0.9,0.200799554678407,negative
2069,average height build seat front close could get knee without injury worse seat front reclined found travelling companion ended seat front inch complained steward said flight full spent much time flight could standing could eat sitting return front new york booked exit seat make sure suffer fate complained klm return asking refund upgrade compensation,0.112,0.749,0.139,-0.4047,0.2,0.29097717726835687,negative
2070,seated exit row boeing new plane seat hard side making narrow even narrow person like flown many boeing airline first type seat felt like cycled old airplane worst seat experience decade flying,0.13,0.727,0.143,-0.128,0.2,0.43100045544253834,negative
2071,horrendous seat way new york london london atlanta pay extra delta comfort seat much padding greyhound waiting room seat new seat well like delta way paying extra anything little flight atl chs better seat couple front complained directly cabin crew shame,0.185,0.611,0.204,-0.25,0.1,0.36926268913516525,negative
2072,uncomfortable flight delta seat ergonomically correct put stress wrong point back average size normally issue whatsoever airline seat caused back pain flying delta leg destination return trip plane issue poorly designed seat matter configuration matter aisle window seat plain uncomfortable,0.044,0.665,0.29,-0.9217,0.1,0.02935074135924298,negative
2073,seat horribly uncomfortable part trip put carry item seat seat close difficult get get thing probably going hit seat mate aisle narrow even really skinny people hit traveler walk aisle,0.0,0.761,0.239,-0.8176,0.1,0.08203026162643592,negative
2074,row seat placed close extremely difficult get seated little room emergency evacuation would able get aisle without assistance passenger front anyone sitting section first class reclined seat impossible get tray table clear reclined seat wanted first class experience delta refers class premium economy much much delta economy premium cannot recommend seat additional expense anyone,0.043,0.836,0.121,-0.561,0.1,0.21188198977784523,negative
2078,hour pure discomfort usually try upgrade first class however proved cost prohibitive actually price way line plane last saw assemby line early shoehorn come mind describing seating arrangement think published pitch seat width tortuous proposition positive flight msp tpa stop return,0.077,0.815,0.107,-0.1027,0.6,0.44380345124234605,negative
2079,sitting aisle exit row boeing airplane halfway thru hour flight uncomfortable flight life medium build leg room exit row good shoulder arm room side side terrible aisle side everyone go including flight attendant hit shoulder arm side larger gentleman fat large build encroaching personal seat space situation unacceptable,0.052,0.791,0.156,-0.7003,0.1,0.1413896057891807,negative
2082,painful four hour atl today seat seat narrow seatbelt real struggle buckle pitch short turn leg order fit space allocated seat back would stay upright kept sliding back fa seemed aware ask bring seatback takeoff landing seat cover ripped dirty several miscellaneous sticker ground positive side able track flight always knew much longer endure,0.097,0.775,0.128,-0.25,0.1,0.36926268913516525,negative
2083,lhr lax worst flight ever life seat rock hard backside numb pain entirety flight medium screen tiny working properly earphone handed disaster whole plane feel look dated,0.0,0.59,0.41,-0.936,0.1,0.022114265472395103,negative
2088,always found delta hard minimally padded seat flight hr dtw pek far worst ever endure economy comfort seat felt like concrete delta blue leather draped tried stuffing pillow blanket backside nothing relieve discomfort pain back behind week especially aggravated return journey,0.186,0.613,0.201,-0.1948,0.1,0.3971964981529275,negative
2089,hard seat fly delta economy certain md aircraft delta must gotten good deal seat use think crj bad seat lax atl pm dreadful seat cushion extremely hard hour flight become almost unbearable fail miss seat experience delta md delta need fly seat desert seat,0.091,0.657,0.251,-0.7755,0.1,0.1033348514751278,negative
2091,tall enough knee space without either spreading leg wide thus encroaching neighbor space sliding sideways confined space nine hour torture although platinum status hardly ever get access economy comfort seat isle window,0.069,0.824,0.107,-0.34,0.1,0.3237184353018572,negative
2092,extremely disappointed tray table support laptop person front reclines lose half shallow tray table area computer hanging edge halfway typing precarious position screen bent forward risk broken whenever passenger front push seat,0.066,0.659,0.275,-0.8221,0.6,0.07975304893477049,negative
2093,flight minneapolis lax surprised small seat become width legroom must recline terrible even worse passenger front reclined hit knee tall width uncomfortable keep arm tucked touching shoulder passenger next especially middle seat recently flew air canada flight much comfortable seat free movie boot,0.157,0.681,0.162,-0.0772,0.1,0.45670765649511663,negative
2099,mcdonalds hard plastic molded seat comfortable six foot tall average male expected travel seat legroom pressing issue seat width ridiculous nine hour flight full people armpit armpit hard uncomfortable slim mini prison hate delta,0.073,0.597,0.33,-0.8625,0.1,0.05930873943626333,negative
2101,atlanta orlando sat row window seat pitch tight unbearable good legroom put laptop bag overhead however narrowness seat ridiculous overweight person athletic broad upper body literally lean forward cock eyed window entire flight rubbing guy center seat average sized flown many discount airline far worst experience long time upgrading economy plus whatever call would help seat pitch different width flew atlanta ex nw sat row far comfortable experience,0.11,0.757,0.133,-0.2023,0.2,0.3934011436668185,negative
2103,seat way close together imagine anybody larger able seat seat front close unable reposition leg even tho nothing seat front flight butt numb leg painful ife screen close made eye cross rip economy flier seems deliberately done force pay higher price reasonable seat,0.0,0.857,0.143,-0.6908,0.3,0.1461970548049188,negative
2106,amsterdam newark worst flight experience ever experienced plane extremely old seat literally falling apart asked newspaper ife flight attendant disappeared rest flight luckily flew klm way back much better experience first last time fly delta airline,0.138,0.692,0.17,-0.1027,0.2,0.44380345124234605,negative
2107,old fashioned flight system flight terrible,0.0,0.617,0.383,-0.4767,0.2,0.2545417742017104,negative
2108,atlanta amsterdam sat outer seat middle row never enjoy entertainment system broken entire flight practically useless leaving flight boring expected dinner alright breakfast mediocre tasteless seat definitely good sleeping arrive destination tired groggy,0.159,0.504,0.337,-0.8156,0.5,0.08304235615606499,negative
2110,sat rear plane journey orlando manchester freezing aircon unit loud partner could barely hear speaking let alone hear crew spoke u definitely planning avoiding delta,0.095,0.702,0.204,-0.2732,0.3,0.35752239259146806,negative
2116,night flight seat horrible way little recline metal box seat front blocking leg extension nice avod system since touchscreen seat jiggle someone play game instance annoying try catch sleep movable armrest aisle side,0.124,0.667,0.21,-0.5574,0.4,0.21370375993117757,negative
2119,row right back poor legroom way seated row behind emergency exit seemed much better,0.148,0.561,0.291,-0.4215,0.4,0.2824755832194727,negative
2120,delta new seat boeing aircraft terrible best extremely uncomfortable aft overwing exit row misaligned window winged headrest window misaligned cannot rest head wall next instead typical recline seatback reclines partially seat cushion slide forward reality offer le recline typical economy seat addition legroom poor except exit row ptvs touch screen person behind using system become annoying feel tapping throughout flight,0.059,0.775,0.166,-0.7645,0.1,0.10890137138808768,negative
2123,easily worst experience flying norway canada seat grouped close person ahead lean seat back table folded adult crew walk around unsuccessfully telling people lean back combined hardly padding seat made excruciating experience definitely worth recent price hike ticket make almost difference premium rated airline,0.125,0.677,0.198,-0.7269,0.1,0.12792874854511413,negative
2125,worst seat ever still sore sitting plane hour return stuffed pillow underneath u helped bit say almost like sitting wooden bench awful ever fly icelandair sure get aisle seat get every hour legroom width fine everything else fine seat get big fat zero comfort,0.192,0.634,0.174,-0.2484,0.2,0.3700723647588685,negative
2130,could classify exact seat saga class review essentially icelandair business class seating config aboard boeing aircraft seating ample padding seated first row either side aircraft find lack footrest make uncomfortable tall person lack footrest cause uncomfortable recline seat three four aircraft flew trip case aircraft upgraded model cubby foot bulkhead could stash backpack keep foot tall sitting first row mean entertainment system stashed armrest always warm due system confined inside depending older newer aircraft depend whether flight entertainment system function well pop drink tray front armrest section get stuck lacking space drink spill easily drink tray front armrest usb port charging well charge slow really much room would think seating think long hard sitting seat premium charge unfortunately considering different airline next year,0.109,0.78,0.112,-0.1027,0.5,0.44380345124234605,negative
2132,seat premium economy exit row seat seat front ife screen pull seat icelandair economy seat back inch thinner airline without sacrificing padding comfort add legroom,0.0,0.919,0.081,-0.2755,0.9,0.3563584838823946,negative
2135,would pay extra money premium economy comfy seat complete rip bit legroom seat budget extra padding really job seat even recline properly wall behind put clattering galley night,0.0,0.951,0.049,-0.1027,0.4,0.44380345124234605,negative
2139,legroom vueling poor since find hard stretch knee leg cabin yes pocket place item need space move time,0.122,0.676,0.203,-0.2023,0.8,0.3934011436668185,negative
2140,airline okay low cost luggage arrived fine however seat really tight barely legroom seat recline however could recline seat close fit passenger flight full flight malaga spain barcelona spain tried recline inch passenger behind punched seat crew attentive people getting use toilet bad experience seat ruined experience airline,0.109,0.738,0.153,-0.5423,0.3,0.22134507362987704,negative
2141,seat pitch economy dire foot spen hr knee jammed seat front made worse seat back hard plastic way relieve pain standing go toilet suffer,0.072,0.517,0.411,-0.8957,0.2,0.04250797024442081,negative
2142,seat vueling recline spending hour waiting crew flight able recline seat try rest bit really insult injury vueling get huge thumb,0.085,0.667,0.247,-0.6566,0.1,0.16350387126157587,negative
2143,seat pretty bad outward flight last row tilted back semi recline adjust u kept sliding seat comfortable legroom awful knee almost crammed next seat even worse lower seat pocket hard metal curved edge nice kept banging knee protruding bit god help anyone height suffer,0.225,0.51,0.266,-0.3818,0.1,0.30256565963260973,negative
2144,much space type aircraft mom thin really near window thought complaining even trouble standing walk past seat instead leaning seat holding back seat able walk past fine armrest go give space next aisle,0.05,0.826,0.124,-0.4019,0.5,0.2923941096098376,negative
2145,overall great service however worst seat tightest space ever seen air plane cm foot knee touching front seat acrobatics cross leg eventually bonking bothering person seating front hard cushioning well,0.158,0.636,0.206,-0.2263,0.2,0.38125600931126974,negative
2147,uncomfortable seat ever boarding process botched normally starting row manage squeeze row airline however attendant allow passenger back row occupy overhead bin front result pay extra front row board last make worse space put bag completely stupid system unfortunately flying barcelona mean vueling option many destination captive audience know zero effort improve terrible service,0.071,0.683,0.246,-0.8947,0.1,0.04301401750923534,negative
2148,really complain flight service seat little cramped biggest complaint return flight allocated different seat dotted aircraft although two child aged expected manage change seat sat near child resulted six year old losing blanket able locate give impression either cabin cleaned would found told could found,0.038,0.816,0.146,-0.6629,0.6,0.16031577349324425,negative
2149,normally fan cheap airfare recognise get pay seat veuling tight though price low seat mean little value flying foot knee seat front incredibly close everyone front behind normally claustrophobic plane really got sense veuling really needed get somewhere urgently would put seat otherwise probably pay twice much avoid experience genuinely,0.079,0.793,0.128,-0.1761,0.3,0.4066595820049593,negative
2153,seat dirty uncared even though leather seat space tight uncomfortable option purchasing premium seat available find absurd difference expect empty seat two seat front row designated stowage top first row seat carry luggage unfortunate iberia code sharing airline,0.098,0.682,0.22,-0.6908,0.1,0.1461970548049188,negative
2154,seat pitched minimum impossible tall comfortably kness crushed seat front quite impossible person front recline seat backrest stop seat back crushed knee cabin cleaned previous flight carton bottle serviette strewn cabin floor serveral old cup etc jammed seat pocket front u,0.06,0.773,0.167,-0.6124,0.1,0.1858711603663782,negative
2156,palermo amsterdam via milan legroom plane absolutely horrible knee hurt pretty soon sitting seat next get diagonal legroom actually could even lower tray table leg way even must even worse people taller,0.074,0.629,0.297,-0.861,0.3,0.06006781033348516,negative
2157,worst legroom ever experienced apparently seat offer inch seat pitch think incredibly uncomfortable le foot knee hard pressed seat front partner foot angle leg outwards able fly airline,0.0,0.749,0.251,-0.8122,0.1,0.08476291685643439,negative
2158,horrible airline old boeing aircraft premium business class seat slightly refurbished broken seat headrest made sleeping extremely difficult food okay alitalia abysmal entertainment system copyright logo old tiny low quality screen damage eye person front reclined seat screen dim could see anything screen plane huge entertainment box seat row leg room charging port economy moreover way mexico experienced delay cheeky airline knowing customer compensation right start mark even though boarded within delay period plane rolled gate another yet cannot receive compensation italian national airline italian airport avoid airline cost even mean need give direct connection,0.088,0.726,0.186,-0.8793,0.1,0.0508071453873792,negative
2165,legroom person cm pocket magazine extending inexistent leg space making difficult place leg way rub knee time rough netting pocket smallest space seen,0.0,0.898,0.102,-0.3612,0.1,0.31299023328778913,negative
2168,alitalia increased number seat consequently reduced space seat front seat result people height cm height cm literally stuck consequent risk personal safety condition flight lasting hour real torture,0.171,0.608,0.221,-0.4215,0.1,0.2824755832194727,negative
2172,uncomfortable seat minimal reclining backrest seat hard seat support foot hour flight buenos aire rome main course inedible breakfast shameful paper box like mc donalds kid artificial juice candy disgusting bread nothing flight arrives rome supposed disembark tarmac middle nowhere finger connecting building,0.098,0.701,0.201,-0.6597,0.2,0.1619351247406508,negative
2174,buenos aire rome boeing alitalia premium economy seat uncomfortable difficult resting sleeping entertainment system working plane food economy product difference economy money big pay much space economy front seat shell seat slide recline hard padding used much worn,0.062,0.713,0.225,-0.6486,0.5,0.16755224938009214,negative
2175,narrow seat every time fa pas bumped difficult get front reclined course ife screen small low contrast,0.0,0.765,0.235,-0.5574,0.2,0.21370375993117757,negative
2177,ord fco flight seasonal flight appears use regular plane various seat review site said classica cabin two class version new seat ife old old seat cushion left cushioning seat back ife rather crt every row broken mean seat arm go way box block legroom bad well seat back ife essentially standard two mind leg room fully disappearing arm rest good old cushionless cushion bad lack seat back ife unusual third world taking night flight plane full need entertained likely better coach across atlantic,0.106,0.741,0.153,-0.6908,0.4,0.1461970548049188,negative
2180,seating seemed economy exception middle seat kept empty leg room found legroom ample fairly tall standard recline particularly wide price reasonable,0.0,0.917,0.083,-0.2023,0.5,0.3934011436668185,negative
2183,horrible experience seat pressed together ever since started charging leg space little leg space regular passenger net completely missing seat therefore place personal item anywhere please upgrade plane reduce cost,0.065,0.765,0.17,-0.5709,0.3,0.2068721218561814,negative
2191,recently flew leg row seat emergency exit row bit leg space row remember aegean airline online check open hour departure,0.0,0.88,0.12,-0.3818,0.8,0.30256565963260973,negative
2199,seat okay look old avoid disturb pax behind recline seat back lot due big space legroom entertaiment system box seat le space legroom uncomfortable seat pitch normal rest airline recommend place anything seat pocket,0.108,0.709,0.183,-0.4767,0.5,0.2545417742017104,negative
2200,seat narrow uncomfortable remote narrowness difficult extract arm food tray extracted arm seat folded clearance body food level never another flight china airline long flight bkk amsterdam pleasure,0.109,0.74,0.151,-0.1027,0.6,0.44380345124234605,negative
2201,large agony flying angeles bangkok power plug laptop seat row close use laptop space small unfold seat fine small framed people large people made long trip forget sleeping enough space without rolling somebody,0.049,0.822,0.129,-0.4404,0.1,0.272911289914478,negative
2210,extremely disappointing hr flight marginally better return could due pain killer took,0.12,0.369,0.511,-0.8586,0.1,0.06128232376904002,negative
2211,reserving ticket paid seat selection selected window seat surcharge window row side plane plane fully booked change seat boarding lack window seventh row never mentioned reservation process drawing seat selection,0.0,0.927,0.073,-0.3182,0.2,0.33475026567481403,negative
2212,family way back day holiday turkey given seat boarding later learnt emergency seat airplane started taxiing crew chief came yr seating told must leave place airline rule separated rest family rear seat flight attendant told join takeoff attendant allow sent complaint feedback asking separated u yr daughter kept sitting emergency exit asked issued u boarding pass security rule airline expose daughter passenger life danger move seat tried twice get answer obviously reading feedback carefully answered reason displaced question disappointing try avoid thy much since trying even give serious explanation apology,0.113,0.694,0.193,-0.8126,0.1,0.08456049795050859,negative
2213,legroom absolutely unacceptable long haul tk flight among route istanbul paulo istanbul shanghai seoul knee simply hurt every trip footrest take lot space totally unnecessary considering airline despite service nice lounge service significantly improved well,0.118,0.678,0.204,-0.5893,0.3,0.19756085218359393,negative
2214,horrible recliner seat backrest recline cm legrest people ripoff never,0.0,0.72,0.28,-0.5423,0.2,0.22134507362987704,negative
2215,flying zanzibar istanbul business class seat suitable trip business class price arrived zanzibar even change blanket worse experience ever,0.0,0.853,0.147,-0.4767,0.1,0.2545417742017104,negative
2217,arrived heathrow check unable online lhr istanbul istanbul male return flight already prebooked seat checking booked even though confirmation received checked customer service seat booked one allocated booked another passenger changed seat together check ongoing flight make sure seat booked ok arrived boarding told seat given allocated someone else change u argued required extra leg room paid finally found return arrived male airport check seat allocated another party would moved extra legroom available flight full asked confirmation staff said would give u boarding gate give u documentation informed people booked seat booked turned could put together get answer people turned told seat taken others joke plane short haul took hour get drink food long haul took hour cabin crew asked wanted drink evening meal night flight light went crew seen gone hold sleeping hour landing appeared breakfast asked wanted drink never flight disorganised would advise people stay clear book seat may get told turned complained response negative change seat need even paid stay away absolutely useless,0.067,0.865,0.067,-0.2484,0.3,0.3700723647588685,negative
2219,took turkish airline beirut amsterdam via turkey th march flight timing convenient service plane poor staff tough wifi connection throughout flight worst seat business class defective seat go front backwards seat seat next condition work tv work staff simply said sorry sir bad experienced faced regret choosing airline try avoid taking airline future,0.0,0.678,0.322,-0.9607,0.2,0.009614898031476148,negative
2221,seat row could nightmare type size person row line layout personal space much smaller whole aircraft main problem ground service check staff idea seat layout give seat emergency seat everyone know seat much space seat,0.0,0.862,0.138,-0.6486,0.1,0.16755224938009214,negative
2233,flew turkish airline istanbul lagos say worst flight ever changed seat sitting instead booked tv controller tv touchscreen press minute recognised hand thing liked food movie toilet dirty last time fly turkish airline,0.143,0.69,0.167,-0.25,0.4,0.36926268913516525,negative
2236,unacceptable seating row permanent recline row recline option seat row distance back seat inch tray polished wine food promptly slid fact tray table already angle help landing preparation asked attendant put row seat upright could,0.07,0.853,0.078,-0.0772,0.1,0.45670765649511663,negative
2237,vie cmb seat uncomfortable narrow poor pitch hard best pillow way back cmb vie seat pitch even worse seat comfortable wider,0.229,0.459,0.312,-0.1779,0.4,0.40574869692829313,negative
2245,really bad legroom even budget airline knee crushed seat front tray table made even worse agonizing hour flight,0.0,0.511,0.489,-0.9245,0.4,0.027933809017762275,negative
2246,seat dirty storage legroom tv outlet drink service nothing recommend used happy know since service went hill well cheapest definitely consider,0.167,0.555,0.278,-0.4953,0.1,0.2451292950761601,negative
2262,philippine airline configured across economy airline use across layout tall person knee touching seat front making uncomfortable journey thankfully leg short journey nearly hour hong kong manila knee touching made difficult stretch,0.076,0.786,0.138,-0.3182,0.2,0.33475026567481403,negative
2266,initial booking economy class upgraded business class paying fare difference business class seat uncomfortable seating window seat wanted move seat able leave seat unless disturb passenger sitting next seat passenger next laying sleeping need jump pas must wake move seat seating position furthermore service board level business class expecting addition surprised upgraded ticket included using airline lounge dubai airport finally worth paying much money upgrade business class aircraft,0.052,0.859,0.089,-0.4019,0.4,0.2923941096098376,negative
2267,boeing emirate older aircraft lie flat seat drawback would find flight configuration direct aisle access window seat middle seat uncomfortable seat especially sleeping,0.0,0.894,0.106,-0.3818,0.6,0.30256565963260973,negative
2270,emirate boeing standard plane nowadays business class layout obsolete uncomfortable business class long haul almost space shoulder pretty small tall forget seat comfortable unbelievable poor design aircraft never pay business class never ever uncomfortable premium economy frequent flyer emirate business class emirate standard big gap premium airline terrible emirate old plane seat,0.14,0.628,0.232,-0.7325,0.1,0.12509488386215273,negative
2271,emirate boeing aircraft dubai kuala lumpur overnight flight found experience extremely disappointing business class seat extremely uncomfortable found seat limited reclining pitch lay flat position found constantly sliding downwards seat sloping angle throughout flight constantly force upwards using foot whenever dosed top half body forced onto lower half resulted position like squat bend knee increasing pressure toe foot resultant effect complete sleepless restless discomfort night exhausted arrival make matter worst arm body wedged seat meaning seat canopy wide enough fit body size consider medium built cm kg wedge caused muscle cramp upper body decision book emirate business class achieve good sleep first place hour flight stayed laying position hour sleep achieve le min attempt resolve discomfort flight attendant long airborne told seat reached maximum recline position would give star,0.095,0.702,0.203,-0.9516,0.1,0.014219928141288404,negative
